"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","total_sulfur_dioxide","density","potassium_sulphate","alcohol","quality"
6.1,0.34,0.46,4.7,0.029,94,0.991,0.62,12.3,6
6.7,0.31,0.3,2.4,0.038,83,0.98867,0.36,12.8,7
6.3,0.41,0.3,3.2,0.03,164,0.9927,0.79,11.7,7
5.4,0.18,0.24,4.8,0.041,113,0.99445,0.4,9.4,6
7,0.22,0.28,1.5,0.037,115,0.9927,0.55,10.5,6
9.4,0.16,0.3,1.4,0.042,176,0.9954,0.46,9.1,5
6.4,0.22,0.34,1.8,0.057,104,0.9959,0.57,10.3,6
8.2,0.2,0.38,3.5,0.053,174,0.99306,0.41,11.6,5
9.8,0.42,0.48,9.85,0.034,110,0.9958,0.29,10,5
7.3,0.2,0.37,1.2,0.037,119,0.992,0.49,10.9,6
7,0.24,0.3,6.7,0.039,125,0.99436,0.39,9.9,5
5.8,0.26,0.18,1.2,0.031,114,0.9908,0.4,11,7
6.9,0.23,0.38,8.3,0.047,162,0.9954,0.52,10.5,7
8.2,0.61,0.45,5.4,0.03,118,0.9954,0.34,9.6,5
6.2,0.37,0.22,8.3,0.025,216,0.9964,0.6,9.6,6
6.4,0.27,0.3,1.6,0.04,86,0.99089,0.65,11.5,6
7.8,0.3,0.4,1.8,0.028,122,0.9914,0.39,10.9,7
6.1,0.17,0.28,2.5,0.028,98,0.99072,0.37,11.1,7
7.4,0.24,0.29,10.1,0.05,105,0.9962,0.35,9.5,5
7.5,0.35,0.28,9.6,0.051,157,0.9969,0.53,9.2,6
6,0.36,0.32,1.1,0.053,173,0.99414,0.54,8.8,5
5,0.24,0.34,1.1,0.034,158,0.98774,0.32,13.1,7
7.3,0.21,0.29,1.6,0.034,118,0.9917,0.5,11,8
7.6,0.2,0.3,14.2,0.056,212.5,0.999,0.46,8.9,8
8.2,0.24,0.49,9.3,0.038,163,0.9952,0.33,10.6,6
6.7,0.48,0.32,1.4,0.021,121,0.9889,0.53,12.7,7
6.5,0.2,0.31,2.1,0.033,95,0.989435,0.61,12,6
6.3,0.67,0.48,12.6,0.052,222,0.9979,0.52,9.3,6
7.5,0.26,0.31,1.6,0.032,109,0.99044,0.43,11.9,6
7.4,0.41,0.66,10.8,0.051,194,0.9976,0.46,8.7,5
7.8,0.3,0.29,16.85,0.054,135,0.9998,0.38,9,6
6.7,0.18,0.28,10.2,0.039,115,0.99469,0.45,10.9,7
7.8,0.29,0.36,7,0.042,161,0.9941,0.37,11.2,8
7.4,0.31,0.26,8.6,0.048,206,0.9964,0.36,9.1,5
6.8,0.28,0.36,7,0.043,207,0.99556,0.49,9.6,6
5.7,0.26,0.27,4.1,0.201,189.5,0.9942,0.38,9.4,6
5.6,0.49,0.13,4.5,0.039,116,0.9907,0.9,13.7,7
6.3,0.24,0.22,11.9,0.05,179,0.99659,0.58,9.3,6
7.3,0.24,0.39,17.95,0.057,149,0.9999,0.36,8.6,5
6.4,0.32,0.31,1.9,0.037,126,0.99,0.45,11.8,6
7.8,0.49,0.49,7,0.043,149,0.9952,0.33,10,5
7.2,0.2,0.36,2.5,0.028,157,0.9938,0.49,10.6,6
6.4,0.26,0.21,7.1,0.04,162,0.9956,0.58,9.9,6
6.8,0.63,0.04,1.3,0.058,133,0.99271,0.39,10.2,4
6,0.28,0.35,1.9,0.037,120,0.9933,0.69,10.6,5
7.5,0.25,0.47,4.1,0.041,163,0.99184,0.59,11.3,6
8.2,0.345,1,18.2,0.047,205,0.99965,0.43,9.6,5
6.6,0.2,0.27,10.9,0.038,130,0.99496,0.44,10.5,7
4.4,0.32,0.39,4.3,0.03,127,0.98904,0.36,12.8,8
7.5,0.27,0.36,7,0.036,164,0.9939,0.33,11,5
5.8,0.42,0.3,2.2,0.035,129,0.989,0.47,12.9,6
6.3,0.19,0.33,10.1,0.063,133,0.99561,0.41,9.1,5
6,0.33,0.2,1.8,0.031,159,0.9919,0.53,11,6
6.1,0.2,0.17,1.6,0.048,129,0.991,0.43,11.4,6
7,0.36,0.32,10.05,0.045,131,0.99352,0.33,11.7,8
6.9,0.23,0.41,8,0.03,114,0.99368,0.54,11,6
7.7,0.27,0.61,12,0.046,179,0.9982,0.46,8.9,5
7.2,0.23,0.19,13.7,0.052,197,0.99865,0.53,9,5
7,0.12,0.28,6.3,0.057,103,0.9957,0.44,9.6,5
9,0.55,0.3,8.1,0.026,71,0.993,0.36,11.8,5
7.5,0.17,0.34,1.4,0.035,102,0.9918,0.74,11,5
6.3,0.27,0.25,5.8,0.038,155,0.995,0.38,9.4,6
6.3,0.21,0.28,1.5,0.051,142,0.9928,0.42,10.1,6
7.3,0.25,0.36,13.1,0.05,200,0.9986,0.46,8.9,7
4.8,0.21,0.21,10.2,0.037,112,0.99324,0.48,12.2,7
6.7,0.39,0.31,2.7,0.054,202,0.9948,0.57,10.5,6
5.9,0.2,0.4,1.3,0.047,92,0.99232,0.45,10,6
7.3,0.2,0.44,1.4,0.045,98,0.9924,0.46,10,7
6.4,0.27,0.17,8.4,0.044,198,0.99578,0.47,9.4,5
5.9,0.24,0.3,2,0.033,92,0.99225,0.69,10.9,7
6.2,0.2,0.25,15,0.055,120,0.99767,0.53,9.6,6
6.3,0.41,0.18,3.5,0.027,109,0.99018,0.54,12.8,8
5.1,0.31,0.3,0.9,0.037,152,0.992,0.56,10.1,6
8.5,0.17,0.31,1,0.024,91,0.993,0.37,10.1,5
6.8,0.32,0.33,0.7,0.027,66,0.9899,0.31,11.8,6
6.1,0.25,0.48,15.8,0.052,94,0.99782,0.45,9.2,6
7,0.26,0.46,15.55,0.037,171,0.9986,0.35,8.8,6
6.3,0.2,0.18,10.6,0.045,159,0.99666,0.54,9.2,5
7.4,0.16,0.49,1.2,0.055,150,0.9917,0.47,11.2,6
6.4,0.24,0.23,7.3,0.069,157,0.9962,0.53,9.1,5
6.8,0.23,0.29,15.4,0.073,173,0.9984,0.41,8.7,6
6.9,0.19,0.33,1.6,0.043,149,0.9925,0.52,10.8,5
6.9,0.2,0.34,1.9,0.043,136,0.9935,0.6,10.1,4
6.5,0.24,0.39,17.3,0.052,126,0.99888,0.47,9.2,6
6.8,0.25,0.24,4.55,0.053,211,0.9955,0.67,9.5,6
6.4,0.28,0.29,1.6,0.052,127,0.9929,0.56,10.5,7
7.2,0.35,0.25,5.6,0.032,120,0.99334,0.66,10.3,7
6.9,0.28,0.37,9.1,0.037,76,0.9948,0.54,11.1,5
7.6,0.31,0.29,10.5,0.04,145,0.9966,0.35,9.4,5
5.5,0.29,0.3,1.1,0.022,110,0.98869,0.38,12.8,7
6.8,0.18,0.28,9.8,0.039,113,0.99406,0.45,10.9,7
6,0.18,0.31,1.4,0.036,75,0.99085,0.58,11.1,8
5.7,0.36,0.21,6.7,0.038,166,0.9941,0.63,10,6
7.3,0.29,0.37,8.3,0.044,227,0.9966,0.47,9,5
7.2,0.24,0.34,1.1,0.045,64,0.9913,0.51,11.4,5
7.7,0.3,0.26,18.95,0.053,174,0.99976,0.5,10.4,5
6.7,0.19,0.41,15.6,0.056,155,0.9995,0.44,8.8,6
6.8,0.22,0.35,5.5,0.043,114,0.9938,0.53,10.7,7
6.2,0.47,0.21,1,0.044,98,0.99345,0.46,9.2,5
8,0.45,0.36,8.8,0.026,151,0.9927,0.25,12.7,8
6.7,0.19,0.36,1.1,0.026,143,0.9912,0.48,11,6
6.8,0.17,0.32,1.4,0.04,106,0.99026,0.66,12,5
7.5,0.27,0.36,7,0.036,164,0.9939,0.33,11,5
6.4,0.33,0.28,4,0.04,81,0.9903,0.64,12.6,7
7.6,0.3,0.27,10.6,0.039,119,0.99815,0.3,9.3,6
6.3,0.34,0.31,6,0.02,68,0.98981,0.29,13.4,7
7.2,0.23,0.38,14.3,0.058,194,0.9979,0.44,9,6
7.3,0.42,0.38,6.8,0.045,122,0.9925,0.37,12.6,7
7.3,0.23,0.34,9.3,0.052,86,0.99574,0.56,10,5
7.6,0.33,0.35,6.3,0.036,126,0.9924,0.39,12,7
6.8,0.29,0.49,1.4,0.142,148,0.9937,0.49,9,6
5,0.455,0.18,1.9,0.036,106,0.98746,0.83,14,7
6.7,0.53,0.29,4.3,0.069,114,0.99014,0.59,13.4,6
6.4,0.41,0.01,6.1,0.048,70,0.99362,0.42,10,5
8.2,0.61,0.45,5.4,0.03,118,0.9954,0.34,9.6,5
6.9,0.25,0.24,3.6,0.057,85,0.9942,0.48,9.5,4
7.2,0.35,0.34,12.4,0.051,37,0.9944,0.39,11.5,6
7.6,0.27,0.34,5,0.04,56,0.99084,0.48,12.4,6
6.2,0.36,0.32,4,0.036,92,0.98936,0.5,13.3,7
6.5,0.19,0.32,1.4,0.04,132,0.9922,0.54,10.8,7
6.5,0.26,0.74,13.3,0.044,224,0.9972,0.54,9.5,6
7.1,0.26,0.34,14.4,0.067,189,0.9986,0.53,9.1,7
6.5,0.39,0.23,5.4,0.051,149,0.9934,0.35,10,5
6.5,0.33,0.3,3.8,0.036,88,0.99028,0.63,12.5,7
7.7,0.34,0.28,11,0.04,117,0.99815,0.29,9.2,6
6.3,0.41,0.22,7.3,0.035,117,0.99172,0.39,11.94,7
6,0.23,0.34,1.3,0.025,111,0.98961,0.37,12.7,6
7.7,0.39,0.28,4.9,0.035,109,0.9918,0.58,12.2,7
7.1,0.36,0.2,1.6,0.271,140,0.99356,0.63,9.8,5
6,0.19,0.29,1.2,0.046,92,0.99033,0.53,11.3,6
6.1,0.36,0.16,6.4,0.037,198,0.9944,0.62,9.9,6
6.7,0.24,0.46,2.2,0.033,111,0.99045,0.62,11.9,6
6.4,0.46,0.22,14.7,0.047,183,0.998275,0.6,10.5,5
6.3,0.495,0.22,1.8,0.046,140,0.9929,0.54,10.4,6
7,0.21,0.28,8.7,0.045,222,0.9954,0.54,10.4,6
7.6,0.19,0.41,1.1,0.04,143,0.9907,0.42,11.4,5
7,0.22,0.26,2.8,0.036,132,0.99078,0.41,12,7
6.5,0.35,0.36,0.8,0.034,111,0.98942,0.5,12.1,8
7.4,0.29,0.48,12.8,0.037,182,0.99808,0.34,8.8,5
6.2,0.33,0.29,1.3,0.042,138,0.9956,0.64,9.5,5
7.3,0.26,0.36,5.2,0.04,141,0.9931,0.59,11,6
6.3,0.21,0.4,1.7,0.031,134,0.9917,0.49,11.5,6
7.3,0.25,0.26,7.2,0.048,207,0.99587,0.37,9.2,5
6.5,0.4,0.31,3.5,0.046,147,0.99024,0.31,12,7
7.9,0.14,0.74,1.2,0.028,165,0.991,0.82,12.3,6
7,0.28,0.39,8.7,0.051,141,0.9961,0.53,10.5,6
6.6,0.38,0.15,4.6,0.044,78,0.9931,0.38,10.2,6
6.4,0.17,0.32,2.4,0.048,200,0.9938,0.5,9.7,6
5.8,0.6,0,1.3,0.044,197,0.99202,0.43,10.9,5
6.8,0.19,0.32,7.05,0.019,188,0.9935,0.37,11.1,8
6.6,0.34,0.34,2.6,0.051,210,0.99314,0.61,10,5
8,0.28,0.42,7.1,0.045,169,0.9959,0.43,10.6,5
7.2,0.27,0.27,2.4,0.048,149,0.9936,0.51,9.2,6
9,0.26,0.34,6.7,0.029,162,0.99497,0.5,10.6,6
6.7,0.27,0.33,3.6,0.034,45,0.99144,0.4,10.5,6
7.5,0.18,0.31,6.5,0.029,160,0.99276,0.38,10.9,6
6.8,0.13,0.39,1.4,0.034,102,0.99121,0.6,11.3,7
6.4,0.45,0.07,1.1,0.03,131,0.9905,0.28,10.8,5
8,0.23,0.41,1.1,0.048,150,0.99168,0.47,11.2,5
8.6,0.16,0.38,3.4,0.04,143,0.9932,0.39,10.2,6
6.6,0.17,0.35,2.6,0.03,78,0.99146,0.72,11.3,6
6.8,0.28,0.4,22,0.048,167,1.001,0.5,8.7,5
5.5,0.14,0.27,4.6,0.029,104,0.9949,0.44,9,5
6.1,0.17,0.42,15.1,0.033,124,0.99684,0.47,9.5,5
6.7,0.29,0.45,14.3,0.054,181,0.99869,0.57,9.1,5
6.5,0.22,0.25,17.1,0.05,138,1.0001,0.37,8.8,5
5.2,0.6,0.07,7,0.044,147,0.9944,0.58,9.7,5
6.3,0.13,0.42,1.1,0.043,146,0.99066,0.72,11.2,7
4.9,0.345,0.34,1,0.068,143,0.99138,0.4,10.1,5
7.9,0.19,0.26,2.1,0.039,143,0.9942,0.74,9.8,5
7,0.31,0.31,9.1,0.036,140,0.99216,0.31,12,7
6.7,0.15,0.32,7.9,0.034,81,0.99512,0.31,10,6
6.6,0.22,0.3,14.7,0.045,136,0.99704,0.37,10.6,6
8.2,0.17,0.32,1.5,0.05,101,0.994,0.58,9.5,5
5.5,0.12,0.33,1,0.038,131,0.99164,0.45,9.8,5
7,0.27,0.74,1.5,0.036,122,0.9926,0.48,11.2,6
6.1,0.27,0.28,9.8,0.042,125,0.99532,0.42,10.2,6
6.7,0.32,0.32,1.7,0.031,114,0.98946,0.35,12.5,6
7.2,0.115,0.3,6.8,0.056,105,0.9954,0.4,9.6,6
6.7,0.62,0.24,1.1,0.039,62,0.9934,0.32,10.4,5
6.2,0.26,0.19,3.4,0.049,172,0.9924,0.43,10.4,6
6,0.25,0.28,7.7,0.053,132,0.99489,0.5,9.4,6
7.6,0.34,0.39,7.6,0.04,215,0.9965,0.53,9.2,6
6.8,0.24,0.34,2.7,0.047,218.5,0.9934,0.58,9.7,6
7,0.53,0.43,6.1,0.029,76,0.99118,0.5,12.5,8
7.9,0.28,0.41,4.9,0.058,153,0.9966,0.51,9.7,6
6.3,0.26,0.49,1.5,0.052,134,0.9924,0.61,9.8,6
8.7,0.23,0.32,13.4,0.044,169,0.99975,0.47,8.8,7
6.7,0.21,0.42,9.1,0.049,150,0.9953,0.74,9.9,7
7.4,0.16,0.3,13.7,0.056,168,0.99825,0.44,8.7,7
6.6,0.2,0.14,4.4,0.184,168,0.99396,0.45,9.4,6
6.7,0.26,0.49,8.1,0.052,197,0.99558,0.48,9.5,5
6.5,0.21,0.42,1.1,0.059,101,0.9927,0.38,9.7,6
6.7,0.47,0.34,8.9,0.043,172,0.9964,0.6,9.2,5
7.7,0.3,0.34,1.2,0.048,119,0.99084,0.34,12.1,6
6.3,0.17,0.23,5.7,0.048,147,0.99382,0.54,10,5
6.8,0.25,0.24,1.6,0.045,164,0.99402,0.58,10.8,5
7.3,0.19,0.27,13.9,0.057,155,0.99807,0.41,8.8,8
6.2,0.2,0.33,5.4,0.028,75,0.99012,0.41,13.5,7
5.9,0.13,0.28,1.9,0.05,78,0.9918,0.64,10.8,6
7.5,0.17,0.71,11.8,0.038,148,0.99801,0.46,8.9,5
7.1,0.26,0.49,2.2,0.032,113,0.9903,0.42,12.9,9
8.1,0.33,0.22,5.2,0.047,151,0.99527,0.47,10.3,5
7.5,0.28,0.39,10.2,0.045,209,0.9972,0.63,9.6,6
6,0.28,0.27,15.5,0.036,134,0.99408,0.44,13,7
7.2,0.22,0.24,1.4,0.041,159,0.99196,0.53,11.2,6
6.6,0.21,0.49,18.15,0.042,158,0.9997,0.39,8.7,6
6.6,0.28,0.41,7,0.046,194,0.99558,0.48,9.4,5
5.6,0.205,0.16,12.55,0.051,115,0.99564,0.38,10.8,6
7.1,0.17,0.4,14.55,0.047,156,0.99945,0.78,9.1,6
5.9,0.24,0.3,2,0.033,92,0.99225,0.69,10.9,7
8.6,0.2,0.42,1.5,0.041,125,0.9925,0.49,11.4,7
6.3,0.33,0.2,5.8,0.04,144,0.99425,0.63,9.9,5
7.5,0.42,0.45,9.1,0.029,125,0.996,0.36,10.1,6
6.2,0.27,0.26,12.1,0.046,127,0.9951,0.37,10.8,6
6.9,0.2,0.4,7.7,0.032,176,0.9939,0.27,11.4,5
5.8,0.415,0.13,1.4,0.04,64,0.9922,0.52,10.5,5
7.2,0.2,0.61,16.2,0.043,103,0.9987,0.36,9.2,6
6.7,0.15,0.38,1.7,0.037,84,0.99046,0.53,11.4,6
6.1,0.14,0.25,1.3,0.047,173,0.9925,0.46,10,6
7,0.24,0.3,4.2,0.04,213,0.9927,0.49,11.8,6
7,0.23,0.36,13,0.051,177,0.9972,0.49,9.8,5
8.3,0.18,0.3,1.1,0.033,57,0.99109,0.51,11,6
6.4,0.43,0.27,1.1,0.054,110,0.9939,0.52,9.1,4
6.6,0.25,0.3,1.6,0.046,134,0.993,0.51,10.1,7
6.1,0.4,0.18,9,0.051,259,0.9964,0.5,8.8,5
7,0.3,0.28,2.2,0.042,177,0.99166,0.57,11.4,5
5,0.3,0.33,3.7,0.03,173,0.9887,0.3,13,7
9.4,0.42,0.32,6.5,0.027,167,0.99479,0.43,10.6,5
6.7,0.15,0.38,1.7,0.037,84,0.99046,0.53,11.4,6
6,0.31,0.27,2.3,0.042,120,0.98952,0.41,12.7,7
6.6,0.4,0.46,6.2,0.056,241,0.9968,0.6,9.9,5
6.2,0.23,0.35,0.7,0.051,111,0.9916,0.43,11,3
8.4,0.31,0.31,0.95,0.021,148,0.99038,0.32,11.5,5
9,0.31,0.49,6.9,0.034,91,0.9937,0.34,11.5,5
6.5,0.23,0.25,17.3,0.046,110,0.99828,0.42,9.2,6
6.3,0.2,0.19,12.3,0.048,145,0.99668,0.42,9.3,6
6,0.17,0.29,5,0.028,108,0.99076,0.34,12.3,6
7.6,0.2,0.31,1.4,0.047,142,0.9934,0.53,10.1,6
6,0.24,0.41,1.3,0.036,118,0.99018,0.64,11.7333333333333,6
6.3,0.23,0.31,1.5,0.022,82,0.9892,0.4,12.9,7
6.7,0.18,0.37,1.3,0.027,125,0.98939,0.37,12.8,7
7.4,0.35,0.24,6,0.042,123,0.99304,0.44,11.3,5
8.4,0.35,0.56,13.8,0.048,190,0.9993,0.58,9.4,6
8.8,0.33,0.44,6.35,0.024,87,0.9917,0.4,12.6,7
7.7,0.28,0.39,8.9,0.036,117,0.9935,0.38,12,7
7,0.44,0.24,12.1,0.056,210,0.99718,0.5,9.5,5
7.6,0.39,0.32,3.6,0.035,93,0.99144,0.6,12.5,7
8.1,0.24,0.26,11,0.043,211,0.99676,0.49,10,6
7.6,0.16,0.44,1.4,0.043,109,0.9932,0.75,10.3,6
6.4,0.32,0.26,7.9,0.05,180,0.99514,0.5,9.6,5
6.9,0.29,0.3,8.2,0.026,112,0.99144,0.37,12.3,6
7.9,0.18,0.37,1.2,0.04,75,0.992,0.63,10.8,5
7.4,0.25,0.37,13.5,0.06,192,0.9975,0.44,9.1,5
6.7,0.31,0.18,7.7,0.043,200,0.99566,0.44,9.4,6
8.1,0.5,0.47,1.1,0.037,126,0.9938,0.42,10.9,5
6.1,0.22,0.46,1.8,0.16,74,0.9884,0.33,13.4,6
6.2,0.22,0.28,2.2,0.04,125,0.9917,0.48,10.5,6
7.1,0.28,0.26,2.8,0.039,118,0.9908,0.59,11.2,6
7.7,0.39,0.34,10,0.056,178,0.9974,0.6,10.2,5
6.1,0.105,0.31,1.3,0.037,145,0.9912,0.41,11.1,7
7.6,0.2,0.26,4.5,0.086,133,0.9963,0.42,9.2,5
5.7,0.25,0.26,12.5,0.049,106,0.99691,0.45,9.4,6
8,0.14,0.33,1.2,0.045,162,0.9914,0.47,11,6
7.4,0.27,0.26,11.8,0.053,173,0.99699,0.6,9.8,5
5.4,0.45,0.27,6.4,0.033,102,0.98944,0.27,13.4,8
7.2,0.25,0.32,1.5,0.047,132,0.9933,0.44,10.5,5
8.4,0.16,0.33,1.5,0.033,98,0.994,0.42,9.7,6
6.8,0.26,0.44,8.2,0.046,183,0.99584,0.51,9.4,5
6.7,0.41,0.01,2.8,0.048,137,0.9942,0.35,9.5,5
7.3,0.145,0.33,1.1,0.042,64,0.99012,0.37,11.8,7
6.8,0.34,0.74,2.8,0.088,185,0.9928,0.7,12,6
6.6,0.37,0.24,2,0.064,120,0.9946,0.54,9.4,5
6.4,0.25,0.41,8.6,0.042,173,0.9965,0.44,9.1,5
7.2,0.4,0.38,2.2,0.03,109,0.99075,0.46,12.6,6
6.6,0.25,0.41,7.4,0.043,151,0.9946,0.6,10.2,7
7.1,0.22,0.33,2.8,0.033,153,0.9899,0.38,12.7,7
6.6,0.34,0.27,6.2,0.059,136,0.9957,0.49,10.1,6
5.2,0.24,0.45,3.8,0.027,128,0.992,0.49,11.2,8
5.8,0.22,0.29,1.3,0.036,68,0.98865,0.35,12.6,6
6.2,0.35,0.03,1.2,0.064,120,0.9934,0.54,9.1,5
7,0.2,0.35,8.8,0.037,103,0.99388,0.49,11,6
6.5,0.27,0.19,4.2,0.046,114,0.9955,0.35,8.6,4
6.4,0.33,0.31,5.5,0.048,173,0.9951,0.66,9.3,6
6.1,0.38,0.14,3.9,0.06,113,0.99344,0.34,9.2,4
5.6,0.2,0.66,10.2,0.043,175,0.9945,0.43,10.4,7
7.6,0.32,0.58,16.75,0.05,163,0.9999,0.54,9.2,5
6.5,0.24,0.36,2.2,0.027,134,0.9898,0.36,12.5,7
8,0.45,0.28,10.8,0.051,157,0.9957,0.47,11.4,7
6.5,0.22,0.45,8,0.053,196,0.9959,0.48,9.1,6
7.8,0.21,0.34,11.9,0.039,140,0.9959,0.31,10.3,6
6.6,0.33,0.41,2,0.027,79,0.99063,0.63,12.4,6
6.2,0.15,0.27,11,0.035,116,0.99602,0.38,9.1,6
6.9,0.33,0.21,1,0.053,148,0.9927,0.45,9.4,6
5.7,0.24,0.47,6.3,0.069,182,0.99391,0.46,9.73333333333333,5
5.8,0.26,0.24,9.2,0.044,152,0.9961,0.38,9.4,5
6.2,0.255,0.27,1.3,0.037,86,0.98834,0.59,12.9,7
6.9,0.36,0.28,13.55,0.048,189,0.99782,0.6,9.5,7
7,0.31,0.52,1.7,0.029,61,0.9918,0.43,10.4,5
6.6,0.29,0.39,6.75,0.031,98,0.9913,0.8,12.9,7
6.4,0.31,0.31,12.9,0.045,161,0.99546,0.59,10.2,5
7.3,0.3,0.34,2.7,0.044,108,0.99105,0.53,12.8,8
5.8,0.3,0.23,1.5,0.034,121,0.98871,0.34,12.1,6
7.4,0.21,0.8,12.3,0.038,183,0.99778,0.48,9,5
7.4,0.24,0.42,14,0.066,198,0.9979,0.42,8.9,6
6.2,0.27,0.49,1.4,0.05,74,0.9931,0.44,9.8,6
7.7,0.31,0.26,7.8,0.031,90,0.9944,0.5,10.4,5
5.8,0.28,0.18,1.2,0.058,108,0.99288,0.58,9.55,4
6.7,0.3,0.44,18.75,0.057,224,0.99956,0.53,9.1,5
7.4,0.2,0.37,1.2,0.028,89,0.99132,0.61,11.8,6
6.9,0.35,0.55,11.95,0.038,111,0.99687,0.29,9.7,5
7.8,0.18,0.31,12.2,0.053,140,0.998,0.53,8.9,6
5.7,0.22,0.22,16.65,0.044,110,0.99855,0.48,9,6
7.5,0.33,0.39,12.4,0.065,119,0.9974,0.39,9.4,5
6.7,0.22,0.22,1.2,0.038,124,0.99098,0.37,11.2,4
7.3,0.655,0.2,10.2,0.071,212,0.9971,0.58,9.2,6
6.3,0.34,0.28,14.7,0.047,198,0.9977,0.46,9.5,5
6.9,0.32,0.13,7.8,0.042,117,0.996,0.37,9.2,5
6.8,0.11,0.42,1.1,0.042,132,0.99059,0.74,11.3,7
8,0.24,0.36,1.5,0.047,129,0.9948,0.54,10,6
7.6,0.27,0.32,1.2,0.043,72,0.99236,0.68,10.5,5
7.6,0.16,0.44,1.4,0.043,109,0.9932,0.75,10.3,6
6.6,0.2,0.38,7.9,0.052,145,0.9947,0.56,11,7
6.4,0.18,0.74,11.9,0.046,168,0.9978,0.68,10.1,5
6.3,0.23,0.22,3.75,0.039,116,0.9927,0.5,10.7,6
6.4,0.31,0.28,2.5,0.039,137,0.98946,0.38,12.7,6
6.3,0.17,0.32,1,0.04,118,0.98886,0.4,13.1,8
6.3,0.29,0.23,14.2,0.037,99,0.99528,0.38,10.6,6
6,0.28,0.27,4.1,0.046,147,0.99126,0.56,11.6,6
6.8,0.28,0.4,22,0.048,167,1.001,0.5,8.7,5
7,0.17,0.31,4.8,0.034,132,0.9944,0.48,9.6,7
9.8,0.44,0.4,2.8,0.036,167,0.9956,0.39,9.2,5
7.7,0.26,0.31,1.3,0.043,155,0.9937,0.5,10.1,6
6.8,0.31,0.19,3.5,0.086,130,0.993,0.44,9.6,5
6,0.42,0.41,12.4,0.032,179,0.99622,0.6,9.7,5
6.2,0.36,0.45,10.4,0.06,184,0.99711,0.56,9.8,6
6.5,0.33,0.3,3.8,0.036,88,0.99028,0.63,12.5,7
6.4,0.25,0.3,5.5,0.038,129,0.9948,0.49,9.6,6
5.2,0.34,0.37,6.2,0.031,133,0.99076,0.41,12.5,6
6.4,0.32,0.27,4.9,0.034,122,0.9916,0.71,12.5,6
6.1,0.28,0.25,12.9,0.054,189,0.9979,0.43,9,4
6.1,0.37,0.36,4.7,0.035,116,0.991,0.62,12.6,6
6.2,0.17,0.3,1.1,0.037,79,0.993,0.54,10.3,6
6.3,0.29,0.3,8.1,0.212,150,0.9958,0.4,9.3,5
7.8,0.42,0.23,8.8,0.054,215,0.9971,0.58,9.2,6
6.2,0.28,0.45,7.5,0.045,203,0.99573,0.46,9.2,6
5.7,0.25,0.26,12.5,0.049,120,0.99691,0.45,9.4,6
6.1,0.38,0.2,6.6,0.033,137,0.9938,0.69,10.4,6
7.6,0.36,0.48,13.5,0.038,116,0.9982,0.48,9.2,5
7.5,0.23,0.36,7,0.036,161,0.9938,0.32,11,5
6.8,0.21,0.36,18.1,0.046,133,1,0.48,8.8,5
6.6,0.34,0.18,6.4,0.082,240,0.9971,0.48,9.2,5
8.8,0.2,0.28,1.1,0.018,72,0.9926,0.35,10.4,5
6.5,0.48,0.02,0.9,0.043,99,0.99226,0.47,9.8,4
6.2,0.44,0.18,7.7,0.096,210,0.99771,0.72,9.2,5
7.1,0.29,0.28,9.3,0.048,141,0.9949,0.49,10.3,6
6,0.31,0.24,3.3,0.041,143,0.9914,0.44,11.3,6
7.3,0.19,0.24,6.3,0.054,231,0.9964,0.54,10,6
6.5,0.24,0.29,8.2,0.043,156,0.99453,0.7,10.1,6
5.7,0.24,0.47,6.3,0.069,182,0.99391,0.46,9.75,5
7.1,0.17,0.38,7.4,0.052,182,0.9958,0.52,9.6,6
6.2,0.38,0.18,7.4,0.095,195,0.99773,0.71,9.2,4
6.8,0.16,0.4,2.3,0.037,102,0.9923,0.42,11.4,7
6.6,0.36,0.52,11.3,0.046,110,0.9966,0.46,9.4,5
8,0.43,0.4,12.4,0.168,190,0.9991,0.64,9.2,5
6.2,0.25,0.54,7,0.046,176,0.99454,0.7,10.4,5
7.9,0.21,0.39,2,0.057,138,0.99176,0.52,10.9,5
6.7,0.2,0.42,14,0.038,160,0.9987,0.5,9.4,6
7.3,0.26,0.31,1.6,0.04,173,0.9918,0.51,11.4,6
6.2,0.35,0.04,1.2,0.06,108,0.9934,0.54,9.2,5
6.6,0.27,0.3,1.9,0.025,153,0.9928,0.62,10.5,6
7.2,0.27,0.37,5.4,0.026,114,0.99174,0.84,12.7,5
7.3,0.21,0.29,1.6,0.034,118,0.9917,0.5,11,8
7.6,0.21,0.44,1.9,0.036,119,0.9913,0.7,12.8,6
6,0.29,0.25,1.4,0.033,114,0.98794,0.43,13.2,6
7.3,0.28,0.42,14.4,0.04,173,0.9994,0.82,9,7
6.2,0.15,0.49,0.9,0.033,51,0.9932,0.7,9.4,6
7.4,0.16,0.3,13.7,0.056,168,0.99825,0.44,8.7,7
7.4,0.19,0.3,12.8,0.053,229,0.9986,0.49,9.1,7
7.2,0.25,0.28,14.4,0.055,205,0.9986,0.38,9,7
6.4,0.24,0.49,5.8,0.053,120,0.9942,0.98,10.5,6
5.8,0.18,0.37,1.1,0.036,96,0.98942,0.48,12,6
6.2,0.19,0.29,4.3,0.045,126,0.99658,0.42,9.3,6
6.2,0.23,0.38,1.6,0.044,113,0.99176,0.73,11.4,5
