"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","total_sulfur_dioxide","density","potassium_sulphate","alcohol","quality"
7.3,0.36,0.54,13.3,0.054,193,0.99864,0.49,8.6,4
7.6,0.37,0.51,11.7,0.094,181,0.99776,0.51,9,5
6.8,0.73,0.2,6.6,0.054,65,0.99324,0.28,11.1,4
7.1,0.2,0.37,1.5,0.049,129,0.99226,0.52,10.8,5
6,0.28,0.24,17.8,0.047,111,0.99896,0.45,8.9,6
7.1,0.2,0.37,1.5,0.049,129,0.99226,0.52,10.8,5
7,0.34,0.1,3.5,0.044,63,0.9937,0.39,9.2,5
4.8,0.65,0.12,1.1,0.013,10,0.99246,0.36,13.5,4
6.5,0.33,0.3,3.8,0.036,88,0.99028,0.63,12.5,7
4.7,0.455,0.18,1.9,0.036,106,0.98746,0.83,14,7
7.4,0.25,0.37,2.6,0.05,132,0.99138,0.53,11.2,6
6.7,0.31,0.3,2.4,0.038,83,0.98867,0.36,12.8,7
8.6,0.22,0.33,1.2,0.031,95,0.99239,0.31,10.3,5
6.6,0.32,0.47,15.6,0.063,173,0.99872,0.56,9,5
6.2,0.3,0.28,1.6,0.036,106,0.988245,0.41,13.3,6
6.2,0.27,0.32,6.3,0.048,159,0.99282,0.6,11,6
6.9,0.4,0.37,8.9,0.053,148,0.996,0.5,9.3,5
7.2,0.23,0.39,1.5,0.053,106,0.99166,0.47,11.1,6
6.4,0.2,0.15,6.6,0.046,113,0.99408,0.58,9.9,6
6,0.3,0.33,2.1,0.042,127,0.98964,0.42,12.5,6
6.1,0.3,0.32,2.2,0.042,142,0.98952,0.44,12.7,7
6.3,0.33,0.2,17.9,0.066,161,0.9991,0.51,8.8,5
8.4,0.22,0.3,1.3,0.038,122,0.99178,0.54,10.8,7
5.4,0.24,0.18,2.3,0.05,145,0.99207,0.46,10.3,5
7.7,0.31,0.36,4.3,0.026,87,0.99152,0.48,12,5
7.3,0.38,0.23,6.5,0.05,102,0.99304,0.55,11.2,4
5.4,0.185,0.19,7.1,0.048,110,0.99438,0.41,9.5,6
6.4,0.17,0.3,2.8,0.034,125,0.99152,0.49,10.4,6
6.8,0.37,0.67,1.5,0.175,98,0.99244,0.56,10.3,6
6.9,0.27,0.25,7.5,0.03,117,0.99116,0.38,13,6
6.5,0.29,0.52,1.7,0.034,193,0.99223,0.59,10.4,6
6.1,0.22,0.25,12.1,0.035,135,0.99481,0.4,10.7,5
7,0.32,0.29,7.6,0.025,124,0.99162,0.65,12.8,7
6.8,0.11,0.27,8.6,0.044,104,0.99454,0.37,9.9,6
6.8,0.11,0.27,8.6,0.044,104,0.99454,0.37,9.9,6
6.7,0.28,0.34,8.9,0.048,111,0.99455,0.54,11,7
6.4,0.24,0.49,5.8,0.053,120,0.9942,0.98,10.5,6
6.4,0.24,0.49,5.8,0.053,120,0.9942,0.98,10.5,6
6.4,0.24,0.49,5.8,0.053,120,0.9942,0.98,10.5,6
6.4,0.25,0.57,1,0.062,122,0.99238,0.4,9.5,5
5.4,0.15,0.32,2.5,0.037,51,0.98878,0.58,12.6,6
6.5,0.46,0.24,11.5,0.051,171,0.99588,0.56,9.8,6
5.9,0.23,0.24,1.6,0.037,115,0.99076,0.51,11.4,6
6.2,0.32,0.12,4.8,0.054,97,0.99424,0.5,9.3,5
7.2,0.4,0.24,8.5,0.055,151,0.99626,0.52,9.2,5
7.6,0.19,0.37,13.1,0.033,151,0.99726,0.79,10.4,6
6.2,0.32,0.45,2.9,0.029,94,0.98998,0.6,12.4,6
7.6,0.19,0.37,13.1,0.033,151,0.99726,0.79,10.4,6
6.1,0.28,0.3,7.75,0.031,139,0.99296,0.46,11,6
6.9,0.19,0.38,1.15,0.023,105,0.99047,0.38,11.4,5
6.4,0.2,0.22,7.4,0.032,172,0.99404,0.58,11,6
7.3,0.34,0.22,1.4,0.044,176,0.99286,0.46,9.9,5
6.4,0.29,0.57,1,0.06,120,0.9924,0.41,9.5,5
6.1,1.1,0.16,4.4,0.033,109,0.99058,0.47,12.4,4
6.3,0.24,0.29,1.6,0.052,185,0.9934,0.5,9.4,5
6.2,0.24,0.22,7.9,0.053,149,0.99545,0.52,9.3,5
7.4,0.16,0.27,15.5,0.05,135,0.9984,0.43,8.7,7
6.9,0.19,0.35,13.5,0.038,118,0.99546,0.63,10.7,6
6.9,0.19,0.35,13.5,0.038,118,0.99546,0.63,10.7,6
7.4,0.16,0.27,15.5,0.05,135,0.9984,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,135,0.9984,0.43,8.7,7
6.8,0.3,0.27,11.6,0.028,97,0.99314,0.38,11.7,6
6.5,0.43,0.18,13.15,0.032,131,0.99565,0.51,10.7,5
6.8,0.16,0.36,1.3,0.034,98,0.99058,0.58,11.3,6
6.1,0.17,0.21,1.9,0.09,130,0.99255,0.41,9.7,5
5.5,0.28,0.21,1.6,0.032,85,0.99027,0.42,12.5,5
6.6,0.5,0.26,11.3,0.029,110,0.99302,0.78,12.9,8
7.1,0.44,0.27,8.4,0.057,160,0.99257,0.36,11.8,6
7.5,0.16,0.38,12.7,0.043,163,0.99706,0.82,10.4,7
5.7,0.25,0.21,1.5,0.044,108,0.99142,0.59,11,6
5.8,0.23,0.21,1.5,0.044,110,0.99138,0.57,11,6
5.4,0.265,0.28,7.8,0.052,91,0.99432,0.38,10.4,6
7.4,0.26,0.29,3.7,0.048,73,0.9915,0.45,11.4,6
6.6,0.41,0.27,10.7,0.11,103,0.99672,0.41,9,6
6.4,0.25,0.28,4.9,0.03,98,0.99024,0.58,12.8,7
6.6,0.41,0.27,10.7,0.11,103,0.99672,0.41,9,6
6.4,0.14,0.28,7.9,0.057,82,0.99425,0.36,10,6
6.4,0.5,0.2,2.4,0.059,112,0.99314,0.4,9.2,6
5.3,0.23,0.56,0.9,0.041,141,0.99119,0.62,9.7,5
5.5,0.21,0.25,1.2,0.04,75,0.99006,0.56,11.3,6
6,0.2,0.25,2,0.041,95,0.99078,0.56,11.1,6
7.5,0.21,0.29,1.5,0.046,107,0.99123,0.45,11.3,6
7.3,0.26,0.32,1.2,0.041,94,0.98978,0.45,12,6
7.4,0.28,0.5,12.1,0.049,122,0.9973,0.44,9,5
6.3,0.18,0.22,5.6,0.047,147,0.99383,0.54,10,5
6.8,0.27,0.28,7.8,0.038,89,0.9915,0.34,12.5,6
6.6,0.23,0.32,1.5,0.041,72,0.98949,0.39,12.7,6
6.8,0.28,0.29,11.9,0.052,149,0.99544,0.58,10.4,6
6.8,0.28,0.29,11.9,0.052,149,0.99544,0.58,10.4,6
5.9,0.27,0.27,9,0.051,136,0.9941,0.53,10.7,6
6.1,0.25,0.28,10,0.055,131,0.994,0.35,10.9,6
7.1,0.13,0.29,15.5,0.064,115.5,0.99737,0.41,9.7,7
5.8,0.24,0.28,1.4,0.038,76,0.98711,0.29,13.9,7
7.6,0.48,0.31,9.4,0.046,194,0.99714,0.61,9.4,5
6.2,0.32,0.5,6.5,0.048,186,0.9948,0.45,9.6,5
7.4,0.16,0.3,13.7,0.056,168,0.99825,0.44,8.7,7
7.4,0.16,0.3,13.7,0.056,168,0.99825,0.44,8.7,7
7.2,0.26,0.38,1.5,0.061,120,0.99192,0.46,10.4,5
7.4,0.16,0.3,13.7,0.056,168,0.99825,0.44,8.7,7
6.2,0.3,0.3,2.5,0.041,82,0.99065,0.61,11.8,7
5.3,0.33,0.3,1.2,0.048,119,0.99045,0.62,11.3,6
7.8,0.27,0.35,1.2,0.05,140,0.99138,0.45,11.2,5
6.3,0.3,0.48,7.4,0.053,149,0.99472,0.53,9.8,5
5.9,0.32,0.2,14.4,0.05,144,0.99666,0.41,10.3,6
7.1,0.38,0.42,11.8,0.041,193,0.99624,0.49,10,6
6.3,0.28,0.34,8.1,0.038,129,0.99248,0.29,12.1,6
5.2,0.2,0.27,3.2,0.047,93,0.99235,0.53,10.1,7
6.3,0.26,0.25,5.2,0.046,133,0.99202,0.68,11,6
6,0.22,0.23,5,0.045,122,0.99261,0.63,10,6
7.5,0.35,0.37,2.5,0.066,89,0.98964,0.42,12.7,6
6.3,0.23,0.33,6.9,0.052,118,0.9938,0.46,10.4,6
6.3,0.22,0.3,2,0.05,120,0.99204,0.47,10.4,6
6.4,0.29,0.18,15,0.04,116,0.99736,0.5,9.2,5
5.7,0.28,0.36,1.8,0.041,90,0.99002,0.98,11.9,7
6.8,0.26,0.26,2,0.019,72,0.99041,0.47,11.8,6
5.7,0.18,0.26,2.2,0.023,95,0.9893,0.54,12.3,6
5.5,0.23,0.19,2.2,0.044,161,0.99209,0.43,10.4,6
5.3,0.47,0.1,1.3,0.036,74,0.99082,0.54,11.2,4
5.8,0.32,0.23,1.5,0.033,121,0.9887,0.35,12,5
6.2,0.36,0.22,5.25,0.038,145,0.99184,0.4,11.2,6
6,0.31,0.27,2.3,0.042,120,0.98952,0.41,12.7,7
6.9,0.42,0.2,15.4,0.043,201,0.99848,0.54,9.4,5
5.7,0.22,0.2,16,0.044,113,0.99862,0.46,8.9,6
5.7,0.22,0.2,16,0.044,113,0.99862,0.46,8.9,6
6,0.2,0.26,6.8,0.049,93,0.9928,0.42,11,6
7,0.2,0.33,4.7,0.03,76,0.99202,0.54,10.5,6
6.6,0.26,0.27,11.8,0.048,112,0.99606,0.49,9.7,6
5.7,0.26,0.24,17.8,0.059,124,0.99773,0.5,10.1,5
7.2,0.21,0.36,15.7,0.045,183,0.99922,0.76,9.4,5
7.2,0.21,0.36,15.7,0.045,183,0.99922,0.76,9.4,5
6.9,0.22,0.32,5.8,0.041,119,0.99296,0.55,11.2,6
5.6,0.26,0,10.2,0.038,111,0.99315,0.46,12.4,6
6.3,0.28,0.3,6.6,0.208,154,0.99478,0.4,9.4,6
7.2,0.34,0.23,8.9,0.105,155,0.99692,0.58,9.5,5
6.9,0.26,0.29,4.2,0.043,114,0.9902,0.31,12.5,6
5.9,0.25,0.24,7.4,0.044,113,0.99462,0.58,10.5,6
6.2,0.26,0.29,2,0.036,87,0.99081,0.61,11.8,6
7.1,0.23,0.28,1.9,0.046,103,0.98997,0.31,12,5
6.9,0.26,0.29,4.2,0.043,114,0.9902,0.31,12.5,6
6.3,0.41,0.22,7.3,0.035,117,0.99172,0.39,11.94,7
6.7,0.41,0.24,5.4,0.035,115,0.9901,0.44,12.8933333333333,7
6.7,0.41,0.24,5.4,0.035,115,0.9901,0.44,12.8933333333333,7
7.4,0.16,0.33,1.2,0.042,121,0.99198,0.68,10.5,7
6.4,0.24,0.26,8.2,0.054,182,0.99538,0.5,9.5,5
6.4,0.24,0.26,8.2,0.054,182,0.99538,0.5,9.5,5
6.4,0.24,0.26,8.2,0.054,182,0.99538,0.5,9.5,5
7.3,0.19,0.27,13.9,0.057,155,0.99807,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,155,0.99807,0.41,8.8,8
6.8,0.24,0.29,2,0.044,96,0.99232,0.64,10.4,8
5.7,0.28,0.35,1.2,0.052,141,0.99108,0.69,11.3,6
5.8,0.22,0.25,1.5,0.024,109,0.99234,0.58,10.4,6
7.1,0.2,0.35,3.2,0.034,107,0.99195,0.54,11.1,6
7.3,0.28,0.35,1.6,0.054,148,0.99178,0.47,10.7,5
7.4,0.16,0.3,1.4,0.064,166,0.99136,0.42,11.4333333333333,6
6.4,0.31,0.27,7.4,0.049,169,0.99323,0.45,11.1,6
6.2,0.29,0.29,5.6,0.046,178,0.99313,0.51,10.5333333333333,5
5.9,0.28,0.34,3.6,0.04,194,0.9912,0.52,11.6,6
7.2,0.34,0.2,5.8,0.062,203,0.99461,0.44,9.8,6
7.3,0.28,0.35,1.6,0.054,148,0.99178,0.47,10.7,5
6.2,0.24,0.27,2.9,0.039,123,0.98959,0.37,12.8,6
7.1,0.31,0.25,11.2,0.048,136,0.99663,0.4,9.5,5
5.9,0.29,0.28,3.2,0.035,117,0.98959,0.42,12.6,6
6.5,0.22,0.19,4.5,0.096,115,0.9937,0.44,9.6,5
7,0.23,0.28,2.7,0.053,92,0.99372,0.56,9.3,5
7.1,0.23,0.23,3.5,0.038,112,0.99157,0.37,11.3666666666667,6
6.1,0.26,0.28,1.7,0.043,98,0.98918,0.44,12.5,6
6.1,0.34,0.21,5,0.042,133,0.99373,0.53,9.4,5
6.5,0.13,0.27,2.6,0.035,76,0.9914,0.76,11.3333333333333,6
6.3,0.28,0.22,9.5,0.04,111,0.99338,0.31,10.8,4
7.3,0.22,0.37,15.5,0.048,203,0.99899,0.77,9.4,5
6.2,0.25,0.44,15.8,0.057,167,0.99804,0.51,9.2,5
6.4,0.18,0.28,17.05,0.047,139,0.99724,0.35,10.5,6
6.3,0.2,0.26,12.7,0.046,143,0.99526,0.35,10.8,6
7.4,0.27,0.26,11.8,0.053,173,0.99699,0.6,9.8,5
5.2,0.22,0.46,6.2,0.066,187,0.99362,0.42,9.73333333333333,5
5.9,0.29,0.16,7.9,0.044,197,0.99512,0.36,9.4,5
6.3,0.29,0.29,3.3,0.037,140,0.9895,0.36,12.8,7
7.1,0.27,0.27,10.4,0.041,114,0.99335,0.52,11.5,7
6.3,0.305,0.22,16,0.061,141,0.99824,0.5,9.1,5
6.6,0.22,0.23,17.3,0.047,118,0.99906,0.46,8.8,6
6.6,0.22,0.23,17.3,0.047,118,0.99906,0.46,8.8,6
6.6,0.22,0.23,17.3,0.047,118,0.99906,0.46,8.8,6
6.2,0.22,0.28,2.2,0.04,125,0.9917,0.48,10.5,6
6.2,0.22,0.28,2.2,0.04,125,0.9917,0.48,10.5,6
6.6,0.22,0.23,17.3,0.047,118,0.99906,0.46,8.8,6
6.1,0.22,0.5,6.6,0.045,122,0.99415,0.49,9.9,6
6.3,0.32,0.26,12.3,0.044,205,0.99611,0.58,9.9,5
6.9,0.44,0.27,5,0.038,166,0.99124,0.42,12.2,6
6.6,0.38,0.28,2.8,0.043,67,0.98924,0.47,13.2,6
6.9,0.56,0.26,10.9,0.06,193,0.9969,0.44,9.4,5
6.5,0.29,0.3,9.15,0.051,166,0.99339,0.56,11.35,6
7.2,0.47,0.16,5.9,0.048,125,0.99428,0.49,9.8,5
6.7,0.34,0.31,16.4,0.051,146,0.99834,0.54,9.1,5
7.2,0.47,0.16,5.9,0.048,125,0.99428,0.49,9.8,5
5,0.35,0.25,7.8,0.031,116,0.99241,0.4,11.3,6
6.3,0.3,0.19,7.7,0.049,184,0.99514,0.48,9.5,5
7.1,0.42,0.2,2.8,0.038,109,0.98968,0.47,13.4,6
6.6,0.26,0.56,15.4,0.053,141,0.9981,0.49,9.3,5
6,0.2,0.38,1.3,0.034,104,0.98865,0.52,12.7,6
6.4,0.32,0.26,7.9,0.05,180,0.99514,0.5,9.6,5
5.9,0.22,0.45,22.6,0.12,122,0.99636,0.35,12.8,5
6.7,0.31,0.33,2,0.033,74,0.99064,0.65,12.5,6
6.4,0.15,0.25,7.8,0.05,68,0.99394,0.4,9.9,6
6.7,0.48,0.49,2.9,0.03,122,0.98926,0.4,13,6
5.8,0.3,0.33,3.5,0.033,116,0.99057,0.44,11.7,6
6.1,0.28,0.23,4.2,0.038,95,0.98898,0.7,13.1,6
6,0.19,0.37,9.7,0.032,50,0.9932,0.66,12,6
6.8,0.31,0.25,10.5,0.043,165,0.9972,0.55,10.55,6
5.8,0.61,0.01,8.4,0.041,104,0.9909,0.72,14.05,7
6.4,0.28,0.23,6,0.051,162,0.994,0.52,10.2,5
6.1,0.27,0.32,1.1,0.034,110,0.9898,0.4,12.5,6
6.8,0.4,0.29,2.8,0.044,97,0.9904,0.42,11.2,6
6.8,0.17,0.17,5.1,0.049,82,0.993,0.38,9.8,6
6.6,0.16,0.25,9.8,0.049,137,0.995,0.38,10,6
5.8,0.27,0.22,12.7,0.058,206,0.9946,0.38,12.3,6
6.4,0.37,0.19,3.5,0.068,101,0.9934,0.38,9,6
7.3,0.26,0.53,12.7,0.047,164.5,0.9984,0.45,9.1,6
7.3,0.28,0.54,12.9,0.049,152,0.9984,0.45,9.1,6
6.9,0.28,0.37,9.1,0.037,76,0.9948,0.54,11.1,5
6.8,0.23,0.33,1.9,0.047,101,0.9914,0.46,11.1,6
7,0.23,0.32,1.8,0.048,113,0.9915,0.47,11.1,6
6,0.23,0.34,1.3,0.025,111,0.98961,0.37,12.7,6
5.4,0.27,0.22,4.6,0.022,107,0.98889,0.54,13.8,6
5.6,0.18,0.3,10.2,0.028,131,0.9954,0.42,10.8,7
5.8,0.29,0.15,1.1,0.029,83,0.9898,0.4,11.4,6
6.8,0.32,0.23,3.3,0.026,99,0.9896,0.4,12.4,6
5.9,0.3,0.29,1.1,0.036,56,0.9904,0.38,11.3,5
6.3,0.15,0.34,11.4,0.05,96,0.99754,0.49,10,6
4.8,0.13,0.32,1.2,0.042,98,0.9898,0.64,11.8,7
6,0.2,0.26,14.7,0.045,125,0.998365,0.69,9.4,6
5.7,0.2,0.24,13.8,0.047,112,0.99837,0.66,8.8,6
5.9,0.34,0.25,2,0.042,110,0.99034,0.54,11.4,6
6.4,0.3,0.33,5.2,0.05,137,0.99304,0.58,11.1,5
5.4,0.29,0.38,1.2,0.029,132,0.98895,0.36,12.4,6
6.7,0.45,0.3,5.3,0.036,165,0.99122,0.46,12.2,6
6.5,0.36,0.31,13.55,0.053,113,0.99544,0.56,11,6
6.4,0.17,0.34,13.4,0.044,139,0.99752,0.43,9.1,6
5,0.33,0.18,4.6,0.032,124,0.99114,0.4,11,6
6.8,0.38,0.29,9.9,0.037,146,0.99326,0.37,11.5,6
6.5,0.29,0.32,3,0.036,93,0.9906,0.59,12,6
6.6,0.28,0.3,12.9,0.033,177,0.99479,0.39,11.2,6
6,0.615,0.04,0.8,0.032,50,0.99036,0.4,11,4
5.9,0.44,0.36,2.5,0.03,73,0.99201,0.48,10.8,6
5.8,0.34,0.21,7.2,0.041,146,0.99441,0.49,9.8,5
6.1,0.44,0.28,4.25,0.032,132,0.9916,0.47,11.3,7
6.5,0.5,0.22,4.1,0.036,131,0.9902,0.55,13,7
6.5,0.51,0.25,1.7,0.048,177,0.99212,0.57,10.6,5
6,0.29,0.41,10.8,0.048,149,0.9937,0.59,10.9666666666667,7
6.6,0.25,0.25,1.3,0.04,85,0.98984,0.48,11.2,6
7.3,0.17,0.36,8.2,0.028,111,0.99272,0.41,12.4,6
7.3,0.17,0.36,8.2,0.028,111,0.99272,0.41,12.4,6
6.1,0.16,0.34,6.1,0.034,114,0.99365,0.58,10.15,7
6.6,0.285,0.49,11.4,0.035,137,0.99732,0.54,8.9,6
4.9,0.335,0.14,1.3,0.036,168,0.99212,0.46,10.4666666666667,5
5.7,0.21,0.37,4.5,0.04,140,0.99332,0.62,10.6,6
4.7,0.335,0.14,1.3,0.036,168,0.99212,0.46,10.5,5
6.8,0.63,0.04,1.3,0.058,133,0.99271,0.39,10.2,4
5.6,0.27,0.37,0.9,0.025,49,0.98845,0.33,13.1,6
6.5,0.33,0.32,1,0.041,120,0.99004,0.37,12.2,6
6.7,0.16,0.32,12.5,0.035,156,0.99666,0.36,9,6
6.7,0.16,0.32,12.5,0.035,156,0.99666,0.36,9,6
6.9,0.19,0.31,19.25,0.043,167,0.99954,0.52,9.1,7
6.4,0.69,0.09,7.6,0.044,144,0.9948,0.38,10.1,6
6.3,0.36,0.5,8.3,0.053,202,0.9955,0.51,9.6,6
5.9,0.21,0.31,1.8,0.033,142,0.98984,0.5,12.7,6
5.4,0.205,0.16,12.55,0.051,115,0.99564,0.38,10.8,6
6.1,0.22,0.4,1.85,0.031,111,0.98966,0.3,11.8,7
6.7,0.15,0.32,7.9,0.034,81,0.99512,0.31,10,6
6.1,0.32,0.33,10.7,0.036,98,0.99521,0.52,10.2,6
6,0.25,0.28,7.7,0.053,132,0.99489,0.5,9.4,6
7.9,0.3,0.6,1.85,0.048,106,0.99331,0.49,11.85,5
5.3,0.31,0.38,10.5,0.031,140,0.99321,0.46,11.7,6
5.5,0.3,0.25,1.9,0.029,118,0.98972,0.66,12.5,6
6,0.32,0.46,1.5,0.05,189,0.99308,0.49,9.6,5
5,0.24,0.19,5,0.043,101,0.99438,0.57,10,5
6,0.14,0.37,1.2,0.032,148,0.99185,0.44,11.2,5
5.2,0.3,0.34,1.5,0.038,96,0.98942,0.48,13,8
6.6,0.19,0.25,1.2,0.052,181,0.99352,0.42,9.4,7
6.8,0.27,0.3,13,0.047,160,0.99705,0.5,9.6,6
6.8,0.27,0.3,13,0.047,160,0.99705,0.5,9.6,6
6.8,0.27,0.3,13,0.047,160,0.99705,0.5,9.6,6
6.4,0.28,0.45,8.6,0.057,223,0.99654,0.51,9.1,5
5.2,0.21,0.31,1.7,0.048,61,0.98953,0.37,12,7
5.6,0.3,0.1,6.4,0.043,142,0.99382,0.48,9.8,5
6.7,0.3,0.5,12.1,0.045,127,0.9974,0.53,8.9,6
6.9,0.25,0.29,2.4,0.038,76,0.99088,0.36,11.7,7
5.5,0.62,0.33,1.7,0.037,118,0.98758,0.39,13.55,6
6,0.31,0.32,7.4,0.175,159,0.9952,0.5,9.4,6
5.7,0.33,0.32,1.4,0.043,93,0.9897,0.5,12.3,6
5.9,0.32,0.19,14.5,0.042,115,0.99684,0.43,10.3,5
6.2,0.26,0.2,8,0.047,111,0.99445,0.42,10.4,6
6,0.17,0.3,7.3,0.039,104,0.99252,0.57,11,6
7.3,0.35,0.67,8.3,0.053,100,0.9959,0.5,10.9,5
6,0.26,0.24,1.3,0.053,150,0.9924,0.62,10.4,6
5.8,0.385,0.25,3.7,0.031,122,0.99128,0.63,11.2,6
5.8,0.36,0.5,1,0.127,178,0.99212,0.45,9.7,5
7,0.24,0.47,1.3,0.043,131,0.99176,0.45,11,6
6.8,0.23,0.48,1.5,0.036,165,0.99162,0.45,11.3,6
6,0.34,0.29,6.1,0.046,134,0.99462,0.57,10.7,6
5.8,0.38,0.26,1.1,0.058,140,0.99271,0.43,9.7,6
5.9,0.32,0.26,1.5,0.057,141,0.9917,0.36,10.7,5
6.5,0.28,0.38,7.8,0.031,216,0.99154,0.42,13.1,6
5.3,0.275,0.24,7.4,0.038,114,0.99313,0.51,11,6
5.2,0.405,0.15,1.45,0.038,44,0.99125,0.4,11.6,4
6.8,0.34,0.36,8.9,0.029,128,0.99318,0.35,11.95,7
6.2,0.28,0.57,1,0.043,92,0.99004,0.36,11.5,6
5.6,0.34,0.25,2.5,0.046,182,0.99093,0.4,11.3,5
5.1,0.3,0.3,2.3,0.048,150,0.98944,0.46,12.2,6
7.5,0.38,0.33,9.2,0.043,116,0.99444,0.42,11.4,6
6.4,0.35,0.51,7.8,0.055,177,0.99502,0.45,9.6,5
5.9,0.22,0.3,1.3,0.052,86,0.99069,0.47,11.55,6
5.7,0.41,0.21,1.9,0.048,112,0.99138,0.55,11.2,6
5,0.2,0.4,1.9,0.015,98,0.9897,0.55,12.05,6
7.4,0.22,0.26,1.2,0.035,97,0.99245,0.41,9.7,6
5,0.235,0.27,11.75,0.03,118,0.9954,0.5,9.4,6
6.5,0.33,0.38,8.3,0.048,174,0.99492,0.5,9.6,5
6.6,0.34,0.4,8.1,0.046,170,0.99494,0.5,9.55,6
6.2,0.41,0.22,1.9,0.023,56,0.98928,0.79,13,7
6.1,0.34,0.29,2.2,0.036,100,0.98938,0.44,11.8,6
5.7,0.21,0.32,0.9,0.038,121,0.99074,0.46,10.6,6
6.5,0.23,0.38,1.3,0.032,112,0.99298,0.54,9.7,5
