"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"2152",2152,907275080,20,"RL",73,11927,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Hip","CompShg","HdBoard","HdBoard","BrkFace",519,"Gd","TA","PConc","Gd","TA","Gd","BLQ",408,"GLQ",465,683,1556,"GasA","Ex","Y","SBrkr",1592,0,0,1592,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1994,"Fin",2,484,"TA","TA","Y",120,35,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","Normal",228000
"2159",2159,907401060,60,"RL",65,8200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1081,0,1928,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",219500
"2162",2162,907410050,60,"RL",79,9245,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,939,939,"GasA","Ex","Y","SBrkr",939,858,0,1797,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"RFn",2,639,"TA","TA","Y",144,53,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","Normal",213500
"2163",2163,907414060,20,"RL",63,8500,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",106,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1422,1422,"GasA","Ex","Y","SBrkr",1422,0,0,1422,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2004,"RFn",2,626,"TA","TA","Y",192,60,0,0,0,0,NA,NA,NA,0,11,2007,"WD ","Normal",179600
"2167",2167,907420110,60,"RL",64,9045,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",768,768,0,1536,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"Fin",2,400,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","Normal",167000
"2168",2168,908102100,20,"RL",70,9170,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",698,"GLQ",96,420,1214,"GasA","Ex","Y","SBrkr",1214,0,0,1214,1,0,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1965,"Unf",2,461,"Fa","Fa","Y",0,0,184,0,0,0,NA,"GdPrv","Shed",400,4,2007,"WD ","Normal",140000
"2175",2175,908152060,80,"RL",65,6285,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1976,1976,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","Fa","CBlock","TA","TA","Av","GLQ",504,"Unf",0,456,960,"GasA","TA","Y","SBrkr",1044,0,0,1044,1,0,1,0,3,1,"TA",7,"Typ",1,"Fa","Detchd",1976,"Unf",2,528,"TA","Fa","Y",228,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","Normal",133500
"2176",2176,908152070,20,"RL",NA,7917,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,7,1976,1976,"Hip","CompShg","HdBoard","HdBoard","BrkFace",174,"TA","Gd","CBlock","TA","Gd","No","BLQ",751,"Unf",0,392,1143,"GasA","TA","Y","SBrkr",1113,0,0,1113,1,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1987,"RFn",1,504,"TA","Gd","Y",370,30,0,0,0,0,NA,"GdPrv",NA,0,5,2007,"WD ","Normal",148000
"2179",2179,908152280,20,"RL",60,7024,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","Gd","No","ALQ",980,"Unf",0,110,1090,"GasA","Gd","Y","SBrkr",1090,0,0,1090,1,0,1,1,2,1,"TA",5,"Typ",0,NA,"Attchd",2005,"Fin",2,450,"TA","TA","Y",0,49,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","Normal",157000
"2182",2182,908154205,60,"RL",130,40094,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","Edwards","PosN","PosN","1Fam","2Story",10,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",762,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2260,"Unf",0,878,3138,"GasA","Ex","Y","SBrkr",3138,1538,0,4676,1,0,3,1,3,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,884,"TA","TA","Y",208,406,0,0,0,0,NA,NA,NA,0,10,2007,"New","Partial",184750
"2184",2184,908204090,20,"RL",64,6400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1959,2000,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",77,"ALQ",831,52,960,"GasA","Ex","Y","SBrkr",960,0,0,960,1,0,1,0,2,1,"Fa",4,"Typ",0,NA,"Detchd",1959,"Unf",1,392,"TA","TA","Y",144,0,35,0,0,0,NA,NA,NA,0,12,2007,"WD ","Normal",131750
"2185",2185,908204180,90,"RL",74,6882,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,3,1955,1955,"Gable","CompShg","AsbShng","Plywood","BrkCmn",128,"TA","TA","PConc",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","N","SBrkr",1152,0,0,1152,0,0,2,0,2,2,"Fa",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,0,0,NA,NA,NA,0,9,2007,"WD ","Normal",61500
"2191",2191,908275090,50,"RL",70,11767,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",4,7,1910,2000,"Gable","CompShg","MetalSd","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,560,560,"GasA","Gd","N","SBrkr",796,550,0,1346,0,0,1,1,2,1,"TA",6,"Min2",0,NA,"Detchd",1950,"Unf",1,384,"Fa","TA","Y",168,24,0,0,0,0,NA,"GdWo",NA,0,5,2007,"WD ","Normal",112000
"2192",2192,908275200,20,"RL",60,8172,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",544,"Unf",0,224,768,"GasA","TA","Y","SBrkr",768,0,0,768,0,0,1,0,2,1,"TA",4,"Typ",1,"Fa","Detchd",1959,"Unf",1,355,"TA","TA","Y",0,0,196,0,0,0,NA,"MnPrv",NA,0,7,2007,"WD ","Normal",125000
"2195",2195,909176080,190,"RH",60,10896,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,1914,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256,"Unf",0,1184,1440,"GasA","Ex","Y","FuseA",1440,1440,515,3395,0,0,2,0,8,2,"Fa",14,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,110,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","Abnorml",200000
"2200",2200,909251040,50,"RL",51,6821,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",6,7,1921,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",113,"Unf",0,538,651,"GasA","Gd","Y","SBrkr",759,539,0,1298,0,0,2,0,2,1,"TA",8,"Typ",1,"Gd","Detchd",1994,"Unf",1,240,"TA","TA","P",216,0,168,0,0,0,NA,NA,NA,0,8,2007,"WD ","Normal",146500
"2203",2203,909252170,70,"RL",53,6720,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1921,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,585,585,"GasA","TA","N","SBrkr",851,585,0,1436,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1992,"Unf",1,228,"TA","TA","Y",184,0,0,0,0,0,NA,NA,NA,0,4,2007,"CWD","Normal",141500
"2207",2207,909254140,30,"RL",40,4280,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","WdShing","Stucco","None",0,"TA","TA","PConc","TA","TA","No","LwQ",365,"Unf",0,75,440,"GasA","TA","N","SBrkr",694,0,0,694,0,0,1,0,2,1,"Gd",4,"Typ",1,"Gd","Detchd",1990,"Unf",1,352,"Gd","TA","P",0,0,34,0,0,0,NA,"MnPrv",NA,0,3,2007,"WD ","Normal",90350
"2217",2217,909279080,50,"RL",NA,11275,"Pave",NA,"IR1","HLS","AllPub","Corner","Mod","Crawfor","Norm","Norm","1Fam","1.5Fin",6,7,1932,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",480,"TA","TA","CBlock","TA","TA","Mn","Rec",297,"LwQ",557,0,854,"GasA","TA","Y","SBrkr",1096,895,0,1991,0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd",1977,"Unf",2,432,"TA","Fa","Y",0,0,19,0,0,0,NA,NA,NA,0,3,2007,"WD ","Normal",220000
"2221",2221,909425140,20,"RL",110,14442,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,7,1957,2004,"Hip","CompShg","CemntBd","CmentBd","BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",0,291,1477,"GasA","Ex","Y","SBrkr",1839,0,0,1839,1,0,2,0,3,1,"Gd",7,"Typ",2,"TA","Attchd",1957,"Fin",2,416,"TA","TA","Y",0,87,0,0,200,0,NA,NA,NA,0,6,2007,"WD ","Normal",257500
"2228",2228,909455060,120,"RM",35,3907,"Pave",NA,"IR1","Bnk","AllPub","Inside","Mod","Blueste","Norm","Norm","TwnhsE","1Story",8,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",577,"Unf",0,427,1004,"GasA","Gd","Y","SBrkr",1020,0,0,1020,1,0,1,0,1,1,"TA",4,"Typ",0,NA,"Attchd",1988,"Unf",2,509,"TA","TA","Y",135,0,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","Normal",200000
"2232",2232,910200040,50,"RM",85,8500,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,1919,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,793,793,"GasW","TA","N","FuseF",997,520,0,1517,0,0,2,0,3,1,"Fa",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,144,0,0,0,NA,NA,NA,0,8,2007,"WD ","Normal",115000
"2235",2235,910201050,50,"RM",50,7288,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,1925,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","BrkTil","TA","Po","No","Unf",0,"Unf",0,936,936,"GasA","Ex","Y","SBrkr",936,665,0,1601,0,0,2,0,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,176,0,0,NA,NA,NA,0,9,2007,"WD ","Normal",129850
"2236",2236,910201110,50,"RM",50,6060,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,732,732,"GasA","Gd","Y","SBrkr",772,351,0,1123,0,0,1,0,3,1,"TA",4,"Typ",0,NA,"Detchd",1979,"Unf",1,264,"TA","TA","P",0,0,140,0,0,0,NA,"MnPrv",NA,0,6,2007,"WD ","Normal",100000
"2240",2240,910204090,30,"RM",60,8967,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,2,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Fa","Po","No","Unf",0,"Unf",0,961,961,"GasA","Gd","Y","Mix",1077,0,0,1077,0,0,1,0,2,1,"TA",6,"Maj2",0,NA,"Detchd",1920,"Unf",1,338,"Po","Po","N",0,0,0,0,0,0,NA,NA,NA,0,11,2007,"WD ","Abnorml",67000
"2242",2242,910206010,50,"RM",64,11067,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",2,4,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",640,0,205,845,0,0,1,0,1,1,"TA",4,"Maj2",0,NA,"Detchd",1950,"Unf",1,256,"TA","Fa","N",48,0,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","Normal",68104
"2246",2246,911370450,120,"RM",59,5568,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","Stone",473,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf",0,0,1573,"GasA","Gd","Y","SBrkr",1625,0,0,1625,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"Fin",2,495,"TA","TA","Y",123,0,0,0,153,0,NA,NA,NA,0,10,2007,"New","Partial",375000
"2247",2247,911370460,120,"RM",44,4750,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",481,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf",0,0,1573,"GasA","Ex","Y","SBrkr",1625,0,0,1625,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"Fin",2,538,"TA","TA","Y",123,0,0,0,153,0,NA,NA,NA,0,12,2007,"WD ","Family",235000
"2249",2249,914452120,85,"RL",NA,7540,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",773,"Unf",0,115,888,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1978,"RFn",2,470,"TA","TA","Y",0,0,0,0,192,0,NA,"MnPrv",NA,0,6,2007,"WD ","Normal",156000
"2251",2251,914460020,20,"RL",80,10000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",166,"Gd","TA","PConc","Gd","TA","No","GLQ",585,"Unf",0,856,1441,"GasA","Ex","Y","SBrkr",1392,0,0,1392,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2002,"Fin",3,650,"TA","TA","Y",168,49,0,0,0,0,NA,NA,NA,0,12,2007,"WD ","Normal",215000
"2254",2254,914478020,80,"RL",NA,8750,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",7,6,1975,1975,"Gable","CompShg","Plywood","Plywood","Stone",50,"TA","TA","CBlock","TA","TA","Av","Rec",224,"GLQ",530,98,852,"GasA","TA","Y","SBrkr",918,0,0,918,0,1,1,0,3,0,"TA",4,"Typ",0,NA,"Attchd",1975,"Unf",1,360,"TA","TA","Y",192,84,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","Normal",148000
"2255",2255,914478100,85,"RL",82,8410,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,1974,1974,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",924,"Unf",0,46,970,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1974,"Unf",2,528,"TA","TA","Y",193,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","Normal",143000
"2256",2256,916226090,120,"RL",46,4054,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","TwnhsE","1Story",7,6,1987,1987,"Gable","CompShg","VinylSd","VinylSd","BrkFace",352,"Gd","TA","BrkTil","Gd","TA","Av","GLQ",949,"Unf",0,552,1501,"GasA","Ex","Y","SBrkr",1501,0,0,1501,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1987,"Fin",2,512,"TA","TA","Y",240,0,0,0,0,0,NA,NA,NA,0,10,2007,"WD ","Normal",244000
"2259",2259,916326090,20,"RL",149,19958,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,8,1958,1995,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1224,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,585,585,"GasA","Gd","Y","SBrkr",2279,0,0,2279,0,0,2,1,4,1,"Gd",7,"Typ",1,"Gd","Attchd",1958,"RFn",2,461,"TA","TA","Y",274,0,0,0,138,0,NA,"GdPrv",NA,0,7,2007,"WD ","Normal",257000
"2262",2262,916384080,20,"RL",64,9037,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA","Ex","Y","SBrkr",1484,0,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,472,"TA","TA","Y",120,33,0,0,0,0,NA,NA,NA,0,12,2007,"WD ","Normal",265900
"2265",2265,916403040,20,"RL",42,10331,"Pave",NA,"Reg","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1Story",7,7,1985,1985,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",215,"BLQ",80,970,1265,"GasA","Gd","Y","SBrkr",1240,0,0,1240,0,1,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1985,"Unf",2,528,"TA","TA","Y",232,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",174000
"2266",2266,916403290,50,"RL",44,13758,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Gd","TA","Mn","LwQ",902,"Unf",0,254,1156,"GasA","Ex","Y","SBrkr",1187,530,0,1717,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",2,400,"TA","TA","Y",168,36,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","Normal",187500
"2272",2272,916475020,20,"RL",85,14536,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2002,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",236,"Gd","TA","PConc","Gd","TA","Av","GLQ",1300,"Unf",0,316,1616,"GasA","Ex","Y","SBrkr",1629,0,0,1629,1,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2002,"Fin",3,808,"TA","TA","Y",0,252,0,0,0,0,NA,NA,NA,0,11,2007,"WD ","Normal",270000
"2273",2273,916477060,60,"RL",NA,11800,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",94,"Gd","TA","PConc","Gd","TA","Gd","GLQ",766,"Unf",0,356,1122,"GasA","Ex","Y","SBrkr",1146,1340,0,2486,1,0,3,1,5,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,452,"TA","TA","Y",143,32,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",279900
"2278",2278,923202134,20,"RL",70,8402,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Feedr","Norm","1Fam","1Story",5,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",206,"Unf",0,914,1120,"GasA","Ex","Y","SBrkr",1120,0,0,1120,0,0,1,0,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,30,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial",147000
"2279",2279,923202220,20,"RL",200,43500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Artery","Norm","1Fam","1Story",3,5,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",2034,0,0,2034,0,0,1,0,2,1,"TA",9,"Min1",0,NA,"2Types",1953,"RFn",4,1041,"TA","TA","N",483,266,0,0,0,561,"TA","GdPrv",NA,0,6,2007,"WD ","Normal",130000
"2281",2281,923204050,20,"RL",94,25286,"Pave",NA,"Reg","HLS","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",4,5,1963,1963,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",633,"Unf",0,431,1064,"GasA","Gd","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1963,"Unf",2,648,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD ","Normal",132250
"2283",2283,923205025,190,"RL",NA,32463,"Pave",NA,"Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","TA","TA","Av","BLQ",1159,"Unf",0,90,1249,"GasA","Ex","Y","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","2Types",1975,"Fin",4,1356,"TA","TA","Y",439,0,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","Normal",168000
"2285",2285,923225050,120,"RM",44,4224,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",874,"Unf",0,268,1142,"GasA","TA","Y","SBrkr",1142,0,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1976,"Fin",2,528,"TA","TA","Y",536,90,0,0,0,0,NA,"MnPrv",NA,0,8,2007,"WD ","Normal",134000
"2288",2288,923228220,160,"RM",21,1495,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",4,6,1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",189,"TA","TA","CBlock","TA","TA","No","ALQ",384,"Unf",0,162,546,"GasA","Ex","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,64,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",93900
"2289",2289,923228250,160,"RM",21,2001,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",80,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","Fa","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD ","Normal",75000
"2291",2291,923228390,160,"RM",21,1890,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,3,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","Ex","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1976,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,4,2007,"COD","Normal",75190
